Deep Meaning	Expansion	Markup	Probability
[[acknowledge unsatisfactory answer]]	Thanks anyway.	Preconditions:lambda speaker: -0.4 <= speaker.personality.agreeableness <= 0.4^ResolveObligation:acknowledge unsatisfactory answer	[0, 0.041666666666666664]
[[acknowledge unsatisfactory answer]]	Go fuck yourself. Goodbye.	Preconditions:lambda speaker: speaker.personality.agreeableness < -0.4^ResolveObligation:acknowledge unsatisfactory answer	[0.041666666666666664, 0.08333333333333333]
[[acknowledge unsatisfactory answer]]	What's your problem?	Preconditions:lambda speaker: speaker.personality.agreeableness < -0.4^ResolveObligation:acknowledge unsatisfactory answer	[0.08333333333333333, 0.16666666666666666]
[[acknowledge unsatisfactory answer]]	What's your dang problem?	Preconditions:lambda speaker: speaker.personality.agreeableness < -0.4^ResolveObligation:acknowledge unsatisfactory answer	[0.16666666666666666, 0.22916666666666666]
[[acknowledge unsatisfactory answer]]	I understand.	Preconditions:lambda speaker: speaker.personality.agreeableness > 0.4^ResolveObligation:acknowledge unsatisfactory answer	[0.22916666666666666, 0.25]
[[acknowledge unsatisfactory answer]]	What's your fucking problem?	Preconditions:lambda speaker: speaker.personality.agreeableness < -0.4^ResolveObligation:acknowledge unsatisfactory answer	[0.25, 0.3541666666666667]
[[acknowledge unsatisfactory answer]]	Are you serious?	Preconditions:lambda speaker: speaker.personality.agreeableness < -0.4^ResolveObligation:acknowledge unsatisfactory answer	[0.3541666666666667, 0.39583333333333337]
[[acknowledge unsatisfactory answer]]	I can't stand you!	Preconditions:lambda speaker, interlocutor: interlocutor not in speaker.friends^Preconditions:lambda speaker: speaker.personality.agreeableness < -0.4^ResolveObligation:acknowledge unsatisfactory answer	[0.39583333333333337, 0.43750000000000006]
[[acknowledge unsatisfactory answer]]	I really don't like you.	Preconditions:lambda speaker, interlocutor: interlocutor in speaker.relationships and speaker.relationships[interlocutor].charge < 0^Preconditions:lambda speaker: speaker.personality.agreeableness < -0.4^ResolveObligation:acknowledge unsatisfactory answer	[0.43750000000000006, 0.47916666666666674]
[[acknowledge unsatisfactory answer]]	I totally understand.	Preconditions:lambda speaker: speaker.personality.agreeableness > 0.4^ResolveObligation:acknowledge unsatisfactory answer	[0.47916666666666674, 0.5208333333333334]
[[acknowledge unsatisfactory answer]]	No worries, thanks anyway!	Preconditions:lambda speaker: speaker.personality.extroversion > 0.4^Preconditions:lambda speaker: speaker.personality.agreeableness > 0.4^ResolveObligation:acknowledge unsatisfactory answer	[0.5208333333333334, 0.5416666666666667]
[[acknowledge unsatisfactory answer]]	What's your damn problem?	Preconditions:lambda speaker: speaker.personality.agreeableness < -0.4^ResolveObligation:acknowledge unsatisfactory answer	[0.5416666666666667, 0.6666666666666667]
[[acknowledge unsatisfactory answer]]	I totally understand!	Preconditions:lambda speaker: speaker.personality.extroversion > 0.4^Preconditions:lambda speaker: speaker.personality.agreeableness > 0.4^ResolveObligation:acknowledge unsatisfactory answer	[0.6666666666666667, 0.6875000000000001]
[[acknowledge unsatisfactory answer]]	Hmm, okay.	Preconditions:lambda speaker: -0.4 <= speaker.personality.agreeableness <= 0.4^ResolveObligation:acknowledge unsatisfactory answer	[0.6875000000000001, 0.7083333333333335]
[[acknowledge unsatisfactory answer]]	Ah, sure, thanks anyway!	ResolveObligation:acknowledge unsatisfactory answer^Preconditions:lambda speaker: speaker.personality.extroversion > 0.4^Preconditions:lambda speaker: speaker.personality.agreeableness > 0.4	[0.7083333333333335, 0.7500000000000001]
[[acknowledge unsatisfactory answer]]	Hey, no worries!	ResolveObligation:acknowledge unsatisfactory answer^Preconditions:lambda speaker: speaker.personality.extroversion > 0.4^Preconditions:lambda speaker: speaker.personality.agreeableness > 0.4	[0.7500000000000001, 0.7708333333333335]
[[acknowledge unsatisfactory answer]]	I see.	Preconditions:lambda speaker: -0.4 <= speaker.personality.agreeableness <= 0.4^ResolveObligation:acknowledge unsatisfactory answer	[0.7708333333333335, 0.7916666666666669]
[[acknowledge unsatisfactory answer]]	Okay.	Preconditions:lambda speaker: -0.4 <= speaker.personality.agreeableness <= 0.4^ResolveObligation:acknowledge unsatisfactory answer	[0.7916666666666669, 0.8125000000000002]
[[acknowledge unsatisfactory answer]]	Hey, no worries.	Preconditions:lambda speaker: speaker.personality.agreeableness > 0.4^ResolveObligation:acknowledge unsatisfactory answer	[0.8125000000000002, 0.8333333333333336]
[[acknowledge unsatisfactory answer]]	Why can't you respond like a normal human being?	Preconditions:lambda speaker: speaker.personality.agreeableness < -0.4^ResolveObligation:acknowledge unsatisfactory answer	[0.8333333333333336, 0.8958333333333336]
[[acknowledge unsatisfactory answer]]	Ah, okay.	Preconditions:lambda speaker: -0.4 <= speaker.personality.agreeableness <= 0.4^ResolveObligation:acknowledge unsatisfactory answer	[0.8958333333333336, 0.916666666666667]
[[acknowledge unsatisfactory answer]]	What's your freaking problem?	Preconditions:lambda speaker: speaker.personality.agreeableness < -0.4^ResolveObligation:acknowledge unsatisfactory answer	[0.916666666666667, 0.979166666666667]
[[acknowledge unsatisfactory answer]]	Ah, okay, don't worry about it.	Preconditions:lambda speaker: speaker.personality.agreeableness > 0.4^ResolveObligation:acknowledge unsatisfactory answer	[0.979166666666667, 1.0000000000000002]
[[greet]]	Hey. Business has been good.	Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:greet^ResolveObligation:greet^AddressTopic:work^Preconditions:lambda speaker: speaker.occupation and speaker.occupation.company.owner.person is speaker^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'greet')^Moves:make small talk^ResolveObligation:small talk:how is business	[0, 0.0029476787030213707]
[[greet]]	Hey. Business has been good!	Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^AddressTopic:work^ResolveObligation:greet^ResolveObligation:greet^Moves:make small talk^Preconditions:lambda speaker: speaker.personality.extroversion > 0.4^Preconditions:lambda speaker: speaker.occupation and speaker.occupation.company.owner.person is speaker^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'greet')^ResolveObligation:small talk:how is business	[0.0029476787030213707, 0.0058953574060427415]
[[greet]]	Greetings. I'm fantastic. How have you been?	ResolveObligation:greet^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^ResolveObligation:small talk:how are you^ResolveObligation:greet^Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:greet^Moves:make small talk^PushObligation:small talk:how are you	[0.0058953574060427415, 0.008843036109064112]
[[greet]]	Hey. Business has been good.	ResolveObligation:greet^Preconditions:lambda speaker: speaker.occupation and speaker.occupation.company.owner.person is speaker^ResolveObligation:greet^Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:greet^Moves:make small talk^AddressTopic:work^ResolveObligation:small talk:how is business	[0.008843036109064112, 0.01326455416359617]
[[greet]]	Hello!	ResolveObligation:greet^PushObligation:greet^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'greet')^Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:greet^Preconditions:lambda speaker: speaker.personality.extroversion > 0.4	[0.01326455416359617, 0.014738393515106855]
[[greet]]	Hello. I'm fantastic. And you?	ResolveObligation:greet^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^ResolveObligation:small talk:how are you^ResolveObligation:greet^Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:greet^Moves:make small talk^PushObligation:small talk:how are you	[0.014738393515106855, 0.015475313190862199]
[[greet]]	Hey. Work's alright.	ResolveObligation:greet^AddressTopic:work^Preconditions:lambda speaker: speaker.occupation is not None^ResolveObligation:greet^Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:greet^Moves:make small talk^ResolveObligation:small talk:how is work	[0.015475313190862199, 0.022107590272660283]
[[greet]]	Hey. I'm alright. And you?	Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:small talk:how are you^ResolveObligation:greet^ResolveObligation:greet^Moves:make small talk^PushObligation:small talk:how are you^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'greet')^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')	[0.022107590272660283, 0.028002947678703025]
[[greet]]	Hi. I'm fantastic. How about you?	Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:small talk:how are you^ResolveObligation:greet^ResolveObligation:greet^Moves:make small talk^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'greet')^PushObligation:small talk:how are you	[0.028002947678703025, 0.028739867354458368]
[[greet]]	Greetings. I'm well. How are you?	ResolveObligation:greet^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^ResolveObligation:small talk:how are you^ResolveObligation:greet^Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:greet^Moves:make small talk^PushObligation:small talk:how are you	[0.028739867354458368, 0.02947678703021371]
[[greet]]	Greetings. Work's great.	Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^Preconditions:lambda speaker: speaker.occupation is not None^ResolveObligation:greet^ResolveObligation:greet^ResolveObligation:small talk:how is work^AddressTopic:work^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'greet')^Moves:make small talk	[0.02947678703021371, 0.030950626381724397]
